Year,Count,Mean,Standard Deviation,Minimum,Median,Maximum
1363,6501,1.77,1.46,0,1.0,14
1364,6051,1.6,1.3,1,1.0,14
1365,1207,1.59,1.24,1,1.0,11
1366,1146,1.56,1.13,1,1.0,9
1367,1651,1.6,1.2,1,1.0,12
1368,2133,1.54,1.2,1,1.0,15
