Year,True,False,Missing
1363,76.4,23.6,0.0
1364,74.28,25.72,0.0
1365,78.07,21.93,0.0
1366,78.28,21.72,0.0
1367,76.42,23.58,0.0
1368,79.35,20.65,0.0
