Year,True,Missing,False
1381,0.86,0.0,99.14
1382,1.47,0.0,98.53
1383,2.69,97.31,0.0
1384,4.16,95.84,0.0
1385,0.0,0.0,100.0
1386,0.0,93.03,6.97
1387,0.0,93.03,6.97
1388,0.0,93.75,6.25
1389,0.0,91.94,8.06
1390,0.0,91.4,8.6
1391,8.42,91.58,0.0
1392,8.23,91.77,0.0
1393,12.43,87.57,0.0
1394,18.16,81.84,0.0
1395,25.52,74.48,0.0
1396,36.42,63.58,0.0
1397,42.1,57.9,0.0
1398,45.56,54.44,0.0
1399,63.67,36.33,0.0
1400,65.77,34.23,0.0
1401,70.63,29.37,0.0
