Year,Count,Mean,Standard Deviation,Minimum,Median,Maximum
1363,10211.0,451290.66,766443.38,0.0,285550.0,30188800.0
1364,9938.0,423678.62,763554.25,0.0,250000.0,45729000.0
1365,2067.0,102938.01,224881.58,-55160.0,8400.0,2113000.0
1366,2012.0,539260.44,842694.44,0.0,350000.0,20840000.0
1367,2708.0,697049.19,934310.25,0.0,500000.0,20000000.0
1368,3985.0,729503.69,963139.44,0.0,500000.0,20000000.0
