Year,Missing,True,False
1384,99.15,0.85,0.0
1385,0.0,0.69,99.31
1386,99.49,0.51,0.0
1387,99.6,0.4,0.0
1388,99.58,0.42,0.0
1389,99.64,0.36,0.0
1390,99.72,0.28,0.0
1391,99.66,0.34,0.0
1392,99.78,0.22,0.0
1393,99.78,0.22,0.0
1394,99.71,0.29,0.0
1395,99.74,0.26,0.0
