Year,True,False,Missing
1363,57.79,42.21,0.0
1364,59.77,40.23,0.0
1365,64.16,35.84,0.0
1366,69.32,30.68,0.0
1367,68.46,31.54,0.0
1368,70.8,29.2,0.0
