Year,Missing,True,False
1391,98.04,1.96,0.0
1392,97.17,2.83,0.0
1393,96.62,3.38,0.0
1394,96.52,3.48,0.0
1395,96.25,3.75,0.0
1396,95.23,4.77,0.0
1397,94.62,5.38,0.0
1398,94.64,5.36,0.0
1399,94.96,5.04,0.0
1400,95.13,4.87,0.0
1401,94.31,5.69,0.0
