Year,False,True,Missing
1363,80.02,19.98,0.0
1364,83.17,16.83,0.0
1365,77.81,22.19,0.0
1366,79.11,20.89,0.0
1367,75.85,24.15,0.0
1368,72.54,27.46,0.0
