Year,Missing,True,False
1385,0.0,1.54,98.46
1386,97.38,2.62,0.0
1387,96.34,3.66,0.0
1388,96.3,3.7,0.0
1389,96.07,3.93,0.0
1390,96.31,3.69,0.0
1391,96.24,3.76,0.0
1392,96.74,3.26,0.0
1393,97.23,2.77,0.0
1394,95.68,4.32,0.0
1395,95.67,4.33,0.0
1396,95.66,4.34,0.0
1397,88.0,12.0,0.0
1398,88.07,11.93,0.0
1399,88.06,11.94,0.0
1400,89.19,10.81,0.0
1401,90.28,9.72,0.0
1402,90.73,9.27,0.0
