Year,True,False,Missing
1363,70.47,29.53,0.0
1364,67.79,32.21,0.0
1365,69.14,30.86,0.0
1366,70.45,29.55,0.0
1367,67.07,32.93,0.0
1368,70.32,29.68,0.0
