Year,Missing,True,False
1384,99.3,0.7,0.0
1385,0.0,0.53,99.47
1386,99.38,0.62,0.0
1387,99.58,0.42,0.0
1388,99.62,0.38,0.0
1389,99.55,0.45,0.0
1390,99.42,0.58,0.0
1391,99.8,0.2,0.0
1392,99.84,0.16,0.0
1393,99.81,0.19,0.0
1394,99.77,0.23,0.0
1395,99.81,0.19,0.0
