Year,True,Missing,False
1384,12.9,87.1,0.0
1385,14.58,0.0,85.42
1386,17.45,82.55,0.0
1387,20.04,79.96,0.0
1388,22.3,77.7,0.0
1389,26.18,73.82,0.0
1390,30.96,69.04,0.0
1391,34.04,65.96,0.0
1392,40.76,59.24,0.0
1393,41.73,58.27,0.0
1394,45.12,54.88,0.0
1395,46.11,53.89,0.0
1396,51.4,48.6,0.0
1397,56.24,43.76,0.0
1398,57.12,42.88,0.0
1399,59.7,40.3,0.0
1400,56.87,43.13,0.0
1401,60.27,39.73,0.0
