Year,Missing,True,False
1384,98.53,1.47,0.0
1385,0.0,1.01,98.99
1386,98.15,1.85,0.0
1387,98.63,1.37,0.0
1388,98.62,1.38,0.0
1389,98.6,1.4,0.0
1390,98.8,1.2,0.0
1391,99.23,0.77,0.0
1392,99.23,0.77,0.0
1393,99.39,0.61,0.0
1394,99.57,0.43,0.0
1395,99.23,0.77,0.0
