Year,True,False,Missing
1363,80.66013408973699,19.339865910263022,0.0
1364,82.96116504854369,17.038834951456312,0.0
1365,81.37254901960785,18.627450980392158,0.0
1366,,,
1367,,,
1368,90.11461318051576,9.885386819484241,0.0
