Year,Missing,True,False
1381,0.0,57.81,42.19
1382,0.0,57.63,42.37
1383,40.97,59.03,0.0
1384,40.02,59.98,0.0
1385,0.0,58.64,41.36
1386,40.72,59.28,0.0
1387,43.06,56.94,0.0
1388,44.52,55.48,0.0
1389,46.56,53.44,0.0
1390,47.0,53.0,0.0
1391,47.26,52.74,0.0
1392,53.72,46.28,0.0
1393,54.42,45.58,0.0
1394,53.06,46.94,0.0
1395,53.71,46.29,0.0
1396,53.51,46.49,0.0
1397,54.87,45.13,0.0
1398,55.54,44.46,0.0
1399,56.05,43.95,0.0
1400,60.67,39.33,0.0
1401,59.34,40.66,0.0
