Year,False,True,Missing
1363,92.5,7.5,0.0
1364,90.38,9.62,0.0
1365,86.34,13.66,0.0
1366,87.41,12.59,0.0
1367,85.3,14.7,0.0
1368,86.49,13.51,0.0
