Year,Count,Mean,Standard Deviation,Minimum,Median,Maximum
1363,10179,657.47,239.56,21,754.0,999
1364,9936,669.36,241.82,21,754.0,999
1365,2066,676.03,239.11,22,754.0,999
1366,2012,668.52,238.31,13,753.0,999
1367,2707,660.6,241.06,23,753.0,999
1368,3985,650.1,233.94,22,753.0,999
