Year,Count,Mean,Standard Deviation,Minimum,Median,Maximum
1363,5872,1111385.83,75135.41,1001015,1094104.0,1234514
1364,5668,1108435.69,72116.18,1001001,1094053.0,1234418
1365,1037,1121148.6,79050.3,1001004,1101006.0,1234210
1366,1061,1129435.67,79030.32,1001003,1103019.0,1234209
1367,1506,1128075.17,74682.1,1001002,1111004.5,1234275
1368,2120,1108641.22,73199.51,1001004,1101070.0,1234273
