Year,Count,Mean,Standard Deviation,Minimum,Median,Maximum
1363,6501.0,540012.75,278377.88,0.0,526248.0,2160120.0
1364,6051.0,593905.81,283523.03,3070.0,579864.0,2853200.0
1365,1207.0,621751.31,305450.81,3750.0,612600.0,2981224.0
1366,1146.0,648977.31,314590.59,0.0,638243.5,2429203.0
1367,1651.0,699933.12,349954.97,0.0,675696.0,4877943.0
1368,2133.0,746041.06,334806.03,0.0,726144.0,2807028.0
