Year,Missing,True,False
1384,99.67,0.33,0.0
1385,0.0,0.39,99.61
1386,99.66,0.34,0.0
1387,99.59,0.41,0.0
1388,99.62,0.38,0.0
1389,99.52,0.48,0.0
1390,99.58,0.42,0.0
1391,99.59,0.41,0.0
1392,99.73,0.27,0.0
1393,99.71,0.29,0.0
1394,99.69,0.31,0.0
1395,99.65,0.35,0.0
