Year,Count,Mean,Standard Deviation,Minimum,Median,Maximum
1363,1939.0,421576.94,267302.5,0.0,432320.0,2347200.0
1364,2060.0,457482.69,371379.41,2800.0,471872.0,9683472.0
1365,408.0,491330.47,446704.97,15000.0,511752.0,7573900.0
1366,,,,,,
1367,,,,,,
1368,698.0,648862.38,346502.5,0.0,674060.0,1972000.0
