Year,Missing,True,False
1384,88.45,11.55,0.0
1385,0.0,9.51,90.49
1386,90.65,9.35,0.0
1387,91.94,8.06,0.0
1388,91.73,8.27,0.0
1389,91.94,8.06,0.0
1390,92.65,7.35,0.0
1391,92.81,7.19,0.0
1392,94.12,5.88,0.0
1393,94.65,5.35,0.0
1394,95.45,4.55,0.0
1395,95.22,4.78,0.0
