Year,Missing,True,False
1385,0.0,0.38,99.62
1386,99.43,0.57,0.0
1387,99.41,0.59,0.0
1388,99.47,0.53,0.0
1389,99.17,0.83,0.0
1390,99.2,0.8,0.0
1391,98.82,1.18,0.0
1392,98.66,1.34,0.0
1393,98.44,1.56,0.0
1394,98.48,1.52,0.0
1395,98.33,1.67,0.0
1396,97.75,2.25,0.0
1397,97.1,2.9,0.0
1398,97.32,2.68,0.0
1399,97.49,2.51,0.0
1400,97.37,2.63,0.0
1401,97.19,2.81,0.0
