Year,Missing,True,False
1381,0.0,4.78,95.22
1382,0.0,4.93,95.07
1383,94.53,5.47,0.0
1384,94.62,5.38,0.0
1385,0.0,4.38,95.62
1386,95.42,4.58,0.0
1387,95.5,4.5,0.0
1388,96.73,3.27,0.0
1389,95.93,4.07,0.0
1390,95.38,4.62,0.0
1391,95.0,5.0,0.0
1392,95.95,4.05,0.0
1393,96.1,3.9,0.0
1394,95.36,4.64,0.0
1395,95.05,4.95,0.0
1396,95.04,4.96,0.0
1397,93.85,6.15,0.0
1398,92.32,7.68,0.0
1399,92.72,7.28,0.0
1400,94.29,5.71,0.0
1401,93.2,6.8,0.0
1402,94.54,5.46,0.0
