Year,Missing,True,False
1384,96.6,3.4,0.0
1385,0.0,2.43,97.57
1386,97.34,2.66,0.0
1387,97.17,2.83,0.0
1388,96.28,3.72,0.0
1389,96.03,3.97,0.0
1390,95.05,4.95,0.0
1391,96.25,3.75,0.0
1392,96.38,3.62,0.0
1393,96.78,3.22,0.0
1394,96.86,3.14,0.0
1395,96.16,3.84,0.0
