Year,Missing,True,False
1384,98.39,1.61,0.0
1385,0.0,1.11,98.89
1386,98.87,1.13,0.0
1387,99.14,0.86,0.0
1388,99.16,0.84,0.0
1389,99.26,0.74,0.0
1390,99.28,0.72,0.0
1391,99.24,0.76,0.0
1392,99.5,0.5,0.0
1393,99.59,0.41,0.0
1394,99.58,0.42,0.0
1395,99.46,0.54,0.0
