Year,Missing,True,False
1384,99.91,0.09,0.0
1385,0.0,0.09,99.91
1386,99.91,0.09,0.0
1387,99.91,0.09,0.0
1388,99.96,0.04,0.0
1389,99.95,0.05,0.0
1390,99.97,0.03,0.0
1391,99.98,0.02,0.0
1392,99.98,0.02,0.0
1393,99.98,0.02,0.0
1394,99.98,0.02,0.0
1395,99.99,0.01,0.0
