Year,Missing,True,False
1384,98.62,1.38,0.0
1385,0.0,0.86,99.14
1386,99.12,0.88,0.0
1387,99.32,0.68,0.0
1388,99.31,0.69,0.0
1389,99.38,0.62,0.0
1390,99.53,0.47,0.0
1391,99.5,0.5,0.0
1392,99.67,0.33,0.0
1393,99.73,0.27,0.0
1394,99.69,0.31,0.0
1395,99.7,0.3,0.0
