Year,Missing,True,False
1384,73.23,26.77,0.0
1385,0.0,21.82,78.18
1386,79.62,20.38,0.0
1387,80.64,19.36,0.0
1388,80.06,19.94,0.0
1389,81.15,18.85,0.0
1390,83.78,16.22,0.0
1391,84.22,15.78,0.0
1392,84.86,15.14,0.0
1393,85.99,14.01,0.0
1394,85.21,14.79,0.0
1395,86.57,13.43,0.0
