Year,True,False,Missing
1363,89.23,10.77,0.0
1364,89.04,10.96,0.0
1365,92.2,7.8,0.0
1366,87.41,12.59,0.0
1367,84.42,15.58,0.0
1368,87.02,12.98,0.0
