Year,False,True,Missing
1363,60.58,39.42,0.0
1364,58.58,41.42,0.0
1365,56.32,43.68,0.0
1366,54.08,45.92,0.0
1367,54.58,45.42,0.0
1368,55.96,44.04,0.0
